"Length"	"GC"
"WBGene00007773"	1929	0.396060134784863
"WBGene00007774"	1459	0.427004797806717
"WBGene00007775"	1596	0.360902255639098
"WBGene00007776"	913	0.421686746987952
"WBGene00007777"	1127	0.454303460514641
"WBGene00007778"	1596	0.463032581453634
"WBGene00007779"	2965	0.420573355817875
"WBGene00007780"	1078	0.411873840445269
"WBGene00007784"	1782	0.421436588103255
"WBGene00007785"	1365	0.405128205128205
"WBGene00007786"	1647	0.421979356405586
"WBGene00007787"	1266	0.416271721958926
"WBGene00007788"	3833	0.416644925645708
"WBGene00007789"	3771	0.41553964465659
"WBGene00007791"	3279	0.396767307105825
"WBGene00007792"	1105	0.367420814479638
"WBGene00007793"	1173	0.36999147485081
"WBGene00007794"	1077	0.360259981429898
"WBGene00007795"	1082	0.367837338262477
"WBGene00007796"	378	0.373015873015873
"WBGene00007797"	964	0.407676348547718
"WBGene00007798"	1006	0.416500994035785
"WBGene00007799"	6068	0.391727092946605
"WBGene00007800"	2996	0.412883845126836
"WBGene00007801"	3746	0.380405766150561
"WBGene00007802"	2910	0.404123711340206
"WBGene00007804"	475	0.406315789473684
"WBGene00007805"	525	0.468571428571429
"WBGene00007806"	619	0.423263327948304
"WBGene00007807"	1720	0.361046511627907
"WBGene00007808"	2004	0.348303393213573
"WBGene00007809"	1173	0.369138959931799
"WBGene00007810"	1425	0.380350877192982
"WBGene00007811"	1310	0.403053435114504
"WBGene00007812"	803	0.437110834371108
"WBGene00007813"	3025	0.400661157024793
"WBGene00007816"	1151	0.47871416159861
"WBGene00007817"	1355	0.445018450184502
"WBGene00007818"	213	0.469483568075117
"WBGene00007819"	756	0.433862433862434
"WBGene00007820"	2058	0.43731778425656
"WBGene00007821"	1588	0.401133501259446
"WBGene00007822"	1431	0.417190775681342
"WBGene00007823"	1824	0.395285087719298
"WBGene00007824"	1102	0.424682395644283
"WBGene00007825"	665	0.386466165413534
"WBGene00007826"	778	0.392030848329049
"WBGene00007827"	542	0.383763837638376
"WBGene00007829"	2174	0.390984360625575
"WBGene00007831"	852	0.349765258215962
"WBGene00007832"	849	0.338044758539458
"WBGene00007833"	2215	0.387810383747178
"WBGene00007834"	993	0.408862034239678
"WBGene00007835"	2233	0.400358262427228
"WBGene00007836"	1135	0.500440528634361
"WBGene00007837"	1298	0.380585516178737
"WBGene00007838"	2920	0.449657534246575
"WBGene00007840"	2847	0.410607657183
"WBGene00007841"	470	0.402127659574468
"WBGene00007842"	1053	0.341880341880342
"WBGene00007844"	1238	0.349757673667205
"WBGene00007845"	552	0.41304347826087
"WBGene00007846"	2288	0.394667832167832
"WBGene00007847"	2051	0.417357386640663
"WBGene00007848"	585	0.403418803418803
"WBGene00007849"	4165	0.4
"WBGene00007850"	742	0.361185983827493
"WBGene00007851"	659	0.474962063732929
"WBGene00007852"	210	0.4
"WBGene00007853"	2694	0.479213066072754
"WBGene00007854"	1088	0.393382352941176
"WBGene00007855"	330	0.396969696969697
"WBGene00007856"	798	0.343358395989975
"WBGene00007857"	1722	0.371080139372822
"WBGene00007858"	425	0.385882352941176
"WBGene00007859"	1408	0.385653409090909
"WBGene00007860"	2124	0.409133709981168
"WBGene00007861"	882	0.403628117913832
"WBGene00007862"	2276	0.387961335676626
"WBGene00007863"	1253	0.368715083798883
"WBGene00007864"	1566	0.412515964240102
"WBGene00007865"	999	0.31031031031031
"WBGene00007866"	1208	0.39817880794702
"WBGene00007867"	1175	0.419574468085106
"WBGene00007868"	779	0.372272143774069
"WBGene00007869"	717	0.376569037656904
"WBGene00007870"	273	0.490842490842491
"WBGene00007871"	588	0.401360544217687
"WBGene00007872"	1150	0.378260869565217
"WBGene00007873"	1140	0.375438596491228
"WBGene00007874"	603	0.399668325041459
"WBGene00007875"	1208	0.38658940397351
"WBGene00007876"	1065	0.402816901408451
"WBGene00007877"	2470	0.447368421052632
"WBGene00007878"	1062	0.48210922787194
"WBGene00007880"	564	0.436170212765957
"WBGene00007881"	434	0.389400921658986
"WBGene00007882"	1285	0.38988326848249
"WBGene00007883"	463	0.365010799136069
"WBGene00007885"	1687	0.366923532898637
"WBGene00007886"	852	0.355633802816901
"WBGene00007887"	2273	0.333479982402112
"WBGene00007888"	483	0.395445134575569
"WBGene00007889"	956	0.379707112970711
"WBGene00007890"	800	0.33125
"WBGene00007891"	1018	0.448919449901768
"WBGene00007892"	524	0.393129770992366
"WBGene00007893"	692	0.374277456647399
"WBGene00007894"	1052	0.370722433460076
"WBGene00007895"	565	0.343362831858407
"WBGene00007896"	1641	0.375380865326021
"WBGene00007897"	1008	0.401785714285714
"WBGene00007898"	2072	0.372104247104247
"WBGene00007899"	1604	0.347256857855362
"WBGene00007900"	3092	0.35608020698577
"WBGene00007901"	759	0.33596837944664
"WBGene00007902"	1157	0.370786516853933
"WBGene00007903"	1510	0.408609271523179
"WBGene00007904"	2839	0.405776681930257
"WBGene00007905"	1449	0.407177363699103
"WBGene00007906"	2165	0.375519630484988
"WBGene00007907"	1864	0.422210300429185
"WBGene00007908"	1412	0.384560906515581
"WBGene00007909"	1690	0.340236686390533
"WBGene00007910"	1134	0.334215167548501
"WBGene00007911"	1466	0.382673942701228
"WBGene00007912"	2879	0.368530739840222
"WBGene00007913"	1723	0.38595473012188
"WBGene00007914"	2093	0.378404204491161
"WBGene00007916"	1823	0.388919363686231
"WBGene00007917"	1839	0.403480152256661
"WBGene00007918"	2108	0.376660341555977
"WBGene00007919"	1479	0.3657876943881
"WBGene00007920"	1419	0.425651867512333
"WBGene00007921"	2266	0.418799646954987
"WBGene00007922"	1706	0.392145369284877
"WBGene00007923"	678	0.415929203539823
"WBGene00007924"	963	0.424714434060228
"WBGene00007925"	1303	0.432847275518035
"WBGene00007926"	966	0.39648033126294
"WBGene00007927"	885	0.416949152542373
"WBGene00007928"	695	0.431654676258993
"WBGene00007929"	1012	0.439723320158103
"WBGene00007930"	345	0.379710144927536
"WBGene00007931"	1054	0.389943074003795
"WBGene00007932"	1161	0.345391903531438
"WBGene00007933"	771	0.446173800259403
"WBGene00007934"	1135	0.443171806167401
"WBGene00007935"	2979	0.429338704263176
"WBGene00007937"	467	0.342612419700214
"WBGene00007938"	3486	0.434308663224326
"WBGene00007939"	1110	0.393693693693694
"WBGene00007941"	2025	0.441481481481481
"WBGene00007942"	1749	0.403659233847913
"WBGene00007943"	4004	0.402847152847153
"WBGene00007944"	5010	0.412175648702595
"WBGene00007945"	813	0.377613776137761
"WBGene00007946"	1651	0.349485160508783
"WBGene00007947"	1514	0.361955085865258
"WBGene00007948"	1310	0.42824427480916
"WBGene00007949"	1625	0.332307692307692
"WBGene00007950"	802	0.345386533665835
"WBGene00007951"	1574	0.386277001270648
"WBGene00007952"	3488	0.403669724770642
"WBGene00007953"	1017	0.396263520157325
"WBGene00007954"	2464	0.375
"WBGene00007955"	1063	0.386641580432738
"WBGene00007956"	3968	0.419354838709677
"WBGene00007957"	1680	0.368452380952381
"WBGene00007958"	449	0.376391982182628
"WBGene00007959"	1380	0.41304347826087
"WBGene00007960"	204	0.563725490196078
"WBGene00007961"	612	0.401960784313726
"WBGene00007962"	867	0.405997693194925
"WBGene00007963"	1567	0.370772176132738
"WBGene00007964"	1570	0.359235668789809
"WBGene00007965"	1689	0.430432208407342
"WBGene00007966"	2704	0.538831360946746
"WBGene00007967"	1511	0.380542686962277
"WBGene00007969"	2385	0.452410901467505
"WBGene00007970"	114	0.342105263157895
"WBGene00007971"	1021	0.396669931439765
"WBGene00007972"	1616	0.415222772277228
"WBGene00007973"	699	0.324749642346209
"WBGene00007974"	694	0.394812680115274
"WBGene00007975"	3760	0.399202127659574
"WBGene00007976"	2025	0.395061728395062
"WBGene00007977"	1298	0.403697996918336
"WBGene00007978"	1317	0.386484434320425
"WBGene00007979"	2319	0.383786114704614
"WBGene00007980"	2532	0.389810426540284
"WBGene00007981"	1060	0.409433962264151
"WBGene00007982"	1877	0.394778902503996
"WBGene00007983"	1677	0.394156231365534
"WBGene00007984"	1869	0.405029427501338
"WBGene00007985"	1055	0.42654028436019
"WBGene00007986"	1078	0.448051948051948
"WBGene00007987"	1387	0.473684210526316
"WBGene00007988"	1606	0.473225404732254
"WBGene00007989"	659	0.467374810318665
"WBGene00007990"	707	0.462517680339463
"WBGene00007991"	1543	0.404406999351912
"WBGene00007992"	421	0.406175771971496
"WBGene00007993"	1797	0.452977184195882
"WBGene00007994"	893	0.337066069428891
"WBGene00007995"	651	0.382488479262673
"WBGene00007996"	1140	0.428947368421053
"WBGene00007997"	1080	0.350925925925926
"WBGene00007998"	1467	0.416496250852079
"WBGene00007999"	1940	0.452061855670103
"WBGene00008000"	1789	0.437674678591392
"WBGene00008001"	952	0.409663865546218
"WBGene00008002"	276	0.384057971014493
"WBGene00008003"	1782	0.496632996632997
"WBGene00008005"	1834	0.430752453653217
"WBGene00008006"	2926	0.405673274094327
"WBGene00008007"	943	0.467656415694592
"WBGene00008008"	712	0.384831460674157
"WBGene00008009"	1254	0.366826156299841
"WBGene00008010"	1665	0.455255255255255
"WBGene00008012"	1038	0.372832369942197
"WBGene00008013"	3752	0.400053304904051
"WBGene00008014"	1671	0.37342908438061
"WBGene00008015"	1218	0.365353037766831
"WBGene00008016"	1035	0.42512077294686
"WBGene00008017"	1078	0.406307977736549
"WBGene00008018"	3034	0.426170072511536
"WBGene00008019"	1790	0.437988826815642
"WBGene00008020"	704	0.410511363636364
"WBGene00008021"	1916	0.399791231732777
"WBGene00008022"	1739	0.404255319148936
"WBGene00008023"	462	0.41991341991342
"WBGene00008024"	369	0.384823848238482
"WBGene00008025"	351	0.358974358974359
"WBGene00008026"	635	0.433070866141732
"WBGene00008027"	695	0.477697841726619
"WBGene00008028"	768	0.42578125
"WBGene00008029"	630	0.468253968253968
"WBGene00008030"	633	0.467614533965245
"WBGene00008031"	1615	0.414241486068111
"WBGene00008032"	2073	0.370959961408587
"WBGene00008033"	1604	0.447630922693267
"WBGene00008034"	1425	0.402105263157895
"WBGene00008035"	1345	0.471375464684015
"WBGene00008036"	515	0.376699029126214
"WBGene00008037"	429	0.347319347319347
"WBGene00008038"	627	0.400318979266348
"WBGene00008039"	1515	0.412541254125413
"WBGene00008040"	475	0.397894736842105
"WBGene00008041"	572	0.403846153846154
"WBGene00008042"	1197	0.3734335839599
"WBGene00008043"	1183	0.379543533389687
"WBGene00008044"	1050	0.375238095238095
"WBGene00008045"	724	0.38121546961326
"WBGene00008047"	2782	0.430265995686556
"WBGene00008048"	453	0.406181015452539
"WBGene00008049"	322	0.440993788819876
"WBGene00008050"	1139	0.294117647058824
"WBGene00008051"	1947	0.340010272213662
"WBGene00008052"	1387	0.380677721701514
"WBGene00008053"	2650	0.455094339622642
"WBGene00008054"	352	0.318181818181818
"WBGene00008055"	1481	0.397029034436192
"WBGene00008056"	1122	0.359180035650624
"WBGene00008057"	1095	0.379908675799087
"WBGene00008058"	648	0.362654320987654
"WBGene00008059"	681	0.45374449339207
"WBGene00008060"	1104	0.318840579710145
"WBGene00008061"	1437	0.429366736256089
"WBGene00008062"	1653	0.389594676346038
"WBGene00008063"	797	0.444165621079046
"WBGene00008064"	471	0.356687898089172
"WBGene00008065"	2091	0.385939741750359
"WBGene00008066"	1093	0.38060384263495
"WBGene00008067"	465	0.395698924731183
"WBGene00008068"	459	0.427015250544662
"WBGene00008069"	300	0.376666666666667
"WBGene00008070"	386	0.38860103626943
"WBGene00008071"	834	0.408872901678657
"WBGene00008072"	1199	0.351125938281902
"WBGene00008073"	905	0.414364640883978
"WBGene00008074"	1221	0.3996723996724
"WBGene00008075"	225	0.453333333333333
"WBGene00008076"	2172	0.362338858195212
"WBGene00008077"	2040	0.354901960784314
"WBGene00008078"	3064	0.448433420365535
"WBGene00008079"	1208	0.458609271523179
"WBGene00008080"	1143	0.399825021872266
"WBGene00008081"	3575	0.447552447552448
"WBGene00008082"	1695	0.422418879056047
"WBGene00008083"	1515	0.397359735973597
"WBGene00008084"	1645	0.358662613981763
"WBGene00008085"	1774	0.381059751972943
"WBGene00008086"	918	0.423747276688453
"WBGene00008087"	390	0.392307692307692
"WBGene00008088"	1026	0.434697855750487
"WBGene00008089"	1574	0.407242693773825
"WBGene00008090"	384	0.416666666666667
"WBGene00008091"	2452	0.408238172920065
"WBGene00008092"	1251	0.422861710631495
"WBGene00008093"	1982	0.409687184661958
"WBGene00008094"	3244	0.407829839704069
"WBGene00008095"	1104	0.415760869565217
"WBGene00008096"	711	0.364275668073136
"WBGene00008097"	1721	0.332364904125508
"WBGene00008098"	3146	0.366179275270184
"WBGene00008099"	3478	0.366877515813686
"WBGene00008100"	1923	0.381695267810712
"WBGene00008101"	2108	0.360056925996205
"WBGene00008102"	1189	0.376787216148024
"WBGene00008104"	82	0.573170731707317
"WBGene00008105"	843	0.345195729537367
"WBGene00008106"	342	0.292397660818713
"WBGene00008107"	3741	0.413258487035552
"WBGene00008110"	1906	0.416054564533054
"WBGene00008111"	1132	0.431095406360424
"WBGene00008112"	2816	0.351917613636364
"WBGene00008113"	714	0.324929971988796
"WBGene00008114"	634	0.353312302839117
"WBGene00008117"	1749	0.431675242995998
"WBGene00008118"	1109	0.382326420198377
"WBGene00008119"	2728	0.405425219941349
"WBGene00008120"	1787	0.399552322327924
"WBGene00008121"	1177	0.387425658453696
"WBGene00008122"	474	0.377637130801688
"WBGene00008123"	1720	0.368604651162791
"WBGene00008124"	1073	0.438024231127679
"WBGene00008125"	259	0.513513513513513
"WBGene00008126"	1098	0.39799635701275
"WBGene00008127"	1126	0.433392539964476
"WBGene00008128"	1041	0.42747358309318
"WBGene00008129"	576	0.388888888888889
"WBGene00008130"	1133	0.390997352162401
"WBGene00008131"	1114	0.389587073608618
"WBGene00008132"	1322	0.397125567322239
"WBGene00008133"	1534	0.446544980443286
"WBGene00008134"	585	0.446153846153846
"WBGene00008135"	72	0.583333333333333
"WBGene00008136"	2209	0.410593028519692
"WBGene00008137"	1124	0.414590747330961
"WBGene00008138"	960	0.351041666666667
"WBGene00008139"	950	0.410526315789474
"WBGene00008140"	2899	0.433942738875474
"WBGene00008141"	712	0.404494382022472
"WBGene00008142"	1339	0.39058999253174
"WBGene00008143"	1179	0.389312977099237
"WBGene00008144"	1233	0.385239253852393
"WBGene00008145"	4835	0.414477766287487
"WBGene00008146"	1415	0.389399293286219
"WBGene00008147"	1200	0.370833333333333
"WBGene00008148"	2002	0.375624375624376
"WBGene00008149"	1957	0.434849259070005
"WBGene00008150"	2648	0.378021148036254
"WBGene00008151"	1323	0.405139833711262
"WBGene00008152"	670	0.328358208955224
"WBGene00008153"	939	0.429179978700745
"WBGene00008154"	1172	0.380546075085324
"WBGene00008155"	476	0.411764705882353
"WBGene00008156"	424	0.344339622641509
"WBGene00008157"	1019	0.381746810598626
"WBGene00008158"	1089	0.420569329660239
"WBGene00008159"	1038	0.398843930635838
"WBGene00008160"	906	0.463576158940397
"WBGene00008161"	1107	0.439927732610659
"WBGene00008162"	1074	0.441340782122905
"WBGene00008163"	497	0.422535211267606
"WBGene00008164"	758	0.444591029023747
"WBGene00008165"	2201	0.40436165379373
"WBGene00008166"	2980	0.442953020134228
"WBGene00008167"	2085	0.40863309352518
"WBGene00008168"	651	0.374807987711214
"WBGene00008169"	655	0.413740458015267
"WBGene00008170"	616	0.407467532467532
"WBGene00008171"	758	0.383905013192612
"WBGene00008172"	764	0.37303664921466
"WBGene00008173"	711	0.410689170182841
"WBGene00008174"	1118	0.394454382826476
"WBGene00008175"	665	0.421052631578947
"WBGene00008176"	709	0.366713681241185
"WBGene00008177"	2171	0.339935513588208
"WBGene00008178"	1799	0.386325736520289
"WBGene00008179"	72	0.583333333333333
"WBGene00008180"	707	0.397454031117397
"WBGene00008183"	6443	0.438305137358373
"WBGene00008184"	923	0.423618634886241
"WBGene00008185"	1301	0.428132205995388
"WBGene00008186"	1407	0.422885572139304
"WBGene00008187"	1550	0.398709677419355
"WBGene00008188"	855	0.47953216374269
"WBGene00008190"	909	0.411441144114411
"WBGene00008191"	804	0.365671641791045
"WBGene00008192"	1034	0.447775628626692
"WBGene00008193"	511	0.487279843444227
"WBGene00008194"	4733	0.413691105007395
"WBGene00008195"	842	0.425178147268409
"WBGene00008196"	821	0.404384896467722
"WBGene00008197"	977	0.384851586489253
"WBGene00008198"	1068	0.355805243445693
"WBGene00008199"	1624	0.352832512315271
"WBGene00008200"	1304	0.38420245398773
"WBGene00008201"	794	0.437027707808564
"WBGene00008202"	741	0.452091767881242
"WBGene00008203"	1598	0.425531914893617
"WBGene00008204"	854	0.401639344262295
"WBGene00008205"	2138	0.438260056127222
"WBGene00008206"	2407	0.37141670128791
"WBGene00008207"	777	0.418275418275418
"WBGene00008208"	1137	0.346525945470537
"WBGene00008209"	456	0.449561403508772
"WBGene00008210"	2697	0.414163885799036
"WBGene00008211"	407	0.383292383292383
"WBGene00008212"	932	0.349785407725322
"WBGene00008213"	1335	0.42247191011236
"WBGene00008214"	2748	0.432678311499272
"WBGene00008215"	703	0.443812233285918
"WBGene00008216"	644	0.377329192546584
"WBGene00008217"	352	0.446022727272727
"WBGene00008218"	1925	0.469090909090909
"WBGene00008219"	2001	0.390304847576212
"WBGene00008220"	2206	0.412058023572076
"WBGene00008221"	1875	0.3792
"WBGene00008222"	778	0.359897172236504
"WBGene00008223"	1101	0.385104450499546
"WBGene00008224"	677	0.392909896602659
"WBGene00008225"	1130	0.384070796460177
"WBGene00008226"	649	0.345146379044684
"WBGene00008227"	669	0.364723467862481
"WBGene00008228"	885	0.409039548022599
"WBGene00008229"	1360	0.369117647058824
"WBGene00008230"	2394	0.427318295739348
"WBGene00008231"	1189	0.393608074011775
"WBGene00008232"	831	0.367027677496992
"WBGene00008233"	1121	0.374665477252453
"WBGene00008234"	527	0.360531309297913
"WBGene00008235"	1130	0.398230088495575
"WBGene00008236"	1509	0.367130550033135
"WBGene00008237"	1327	0.40241145440844
